,제목,내용,날짜,주소,nouns
0,첫 10km 도전 1시간 18분 완주 : - 런데이 자유 달리기 | 양재천 러닝용 작은 물병 갤럭시핏,"평소에는 퇴근을 하고 나서달리기를 하다보니어린이 저녁을 주고 잠깐 뛰기,잠깐 뛰고 어린이 학원 데리러 가기,약간 이런 상황이라30~40분 정도의 달리기로5KM 내외를 뛰는 게 전부.그런데요,제가 단일 10KM 종목만 있는산리오 큐티런을 접수했잖아요.과연 10KM를제한시간인 1시간 30분 내에뛸 수 있을까요?10km 달리기 대회 완주 도전 : 산리오 올리브영 큐티런 품절 전 구매 접수 완료달리기 시작한지는 꽤 되었지만 일주일에 한 번 정도 느슨하게 뛰는 사람이라 대회는 엄두도 내지 못했다. ...blog.naver.com이런 생각이 들어서대회 전에 한 번은10KM든1시간 30분이든뛰어봐야겠다는 생각이 들었다.그리하여 지난 주 3일 연휴 때달리기를 하러 나갔다.내가 목표한 대로달리기를 하려고 하는 거라서,런데이 앱에 들어가서달리기 항목 중자유달리기를 선택했다.자유달리기는내가 원하는 목표를설정할 수 있는데,이 날 나는1시간 30분 동안내가 얼마나 뛸 수 있는지가 궁금했기에시간 기준 달리기를 하기로 했다.시간은 1시간 30분.그 시간 내에10KM를 뛰면 제일 좋고,만약 8KM 혹은 9KM 같이10KM를 못 뛰는 기록이 나온다면얼마나 속도를 더 빨리해야할지계산을 할 수 있을 것 같아서이렇게 선택했다.이날은 외출을 했다가달리기를 하기로 한 거라주차하기 좋은양재시민의숲에서 출발했다.남편이랑 같이 출발했는데나는 양재천에서한강-과천 분기점 나왔을 때가 5KM쯤 되길래되돌아왔고,남편은 1시간 반의 절반인 45분께에청담대교까지 갈 수 있어서거기서 되돌아왔다고 한다.저의 1.5배속으로 뛰는 남편 믓찌다.런데이앱에서는 5분에 한번씩,갤럭시핏에서는 1KM에 한번씩,구간기록을 안내해줘서페이스 유지에 큰 도움이 되었다.그렇게 양재천을 한바퀴 뛰어서10KM가 되었는데,저의 기록은 1시간 18분!첫 10KM 기록인데산리오 큐티런의 제한시간인1시간 30분 내에들어올 수 있는 걸 확인해서매우 뿌듯했다고 합니다. 하하하!!!출발하면서1시간 30분 내에 들어오려면1KM를 뛰는 페이스가8분 30초만 넘지 않으면 되니까너무 서두르지 말자, 생각했는데평균 페이스도 7분 54초로계획보다 잘 뛰어서 기뻤다.이렇게 길게 오래 뛴 게처음이랍니다. 호호호.시작하면서부터 끝날 때까지최대한 같은 속도로너무 힘들어하지 않으면서뛰는 게 목표였는데제법 비슷하게 해냈다.하지만 실제 뛸 때는쉽지만은 않았다.6KM를 뛰고 나자발목이 아파서500M를 걸었고,그 후 다시 1KM를 뛰고500M를 걷는 걸두 번 반복했다.그래서 케이던스를 보면5KM 지점에서 회차하면서물 마시는 동안케이던스가 잠깐 떨어지고,그 다음에는1KM씩 구간을 지날 때마다500M 걸었던 구간에서케이던스가 떨어져있는게 보인다.발목이 아픈 건앞으로 조심해야 할 부분이지만,이 상황에서 다행이라고 생각한 건아프거나 힘들 때잠시 걷는다고 해도전체적인 페이스가확 떨어지는 것은 아니니무리하지 않고다시 자기 페이스를 찾을 수 있게몸을 살피면서 뛰는 게 중요하다는 것~갤럭시핏은 늘 착용하지는 않고주로 운동할 때 쓰는데삼성전자 갤럭시 핏3 SM-R390N 스마트 밴드 워치 : 삼성파트너 쇼마젠시[삼성파트너 쇼마젠시] 삼성공식파트너 (주)쇼마젠시naver.me이날 10KM 뛴 후에이렇게 갤핏 사고 100KM 뛰었다고삼성헬스에서 보여줘서그것도 괜히 또 뿌듯~아! 그리고 평소에는 러닝할 때아주 많이 뛰는 게 아니라따로 물통 같은 거 안 챙기고야외 러닝하고 나면뛰고 나서 집에 오는 길에편의점에서 생수 하나 사먹고 했는데,10KM 뛸 생각을 하니물을 전혀 안 먹으면 안될 거 같더라.근데 물통을 어떻게 들고 뛰냐고요...그런 마음으로작은 러닝용 물통 검색하다가 찾은소프트 플라스크 실리콘 물통.150ML 짜리인데다가소프트 재질이라러닝벨트 안에 잘 넣을 수 있고다 마시면 압축해서 가져올 수 있어첫 10KM 러닝에 만족스럽게 사용했다~내돈내산 인증쇼핑HORINE 러닝 물병 소프트 플라스크 실리콘 물통 150ml150ml 1개 : 퓨어화이트2025.08.구매확정HORINE 러닝 물병 소프트 플라스크 150ml - 스포츠물통 | 쿠팡쿠팡에서 HORINE 러닝 물병 소프트 플라스크 150ml 구매하고 더 많은 혜택을 받으세요! 지금 할인중인 다른 스포츠물통 제품도 바로 쿠팡에서 확인할 수 있습니다.link.coupang.com중간에 발목이 아픈 시점도 있었지만,아프지 않을 때까지 잠시 걷기도 했지만,그래도첫 10KM 달리기 도전을무사히 목표 시간 내 완주로 마무리되어서뿌듯하다~사실 퇴근 후 달리기 하면회사에서 기력을 다 소모하고난 후라힘들게 5KM 겨우 뛰고 하는 터라내가 10KM 뛸 수 있을지계속 스스로를 의심했는데막상 한번에 성공하고보니몹시도 기쁘다.이래서 사람은 목표를 높게 세워야 하고도전을 해봐야나의 한계든 잠재력이든알 수 있나보다.이 맛에 달리기 하나봐!!!",2025. 8. 19,https://blog.naver.com/wehavefuntoday/223972448764,"['평소', '퇴근', '달리기', '어린이', '저녁', '잠깐', '잠깐', '어린이', '학원', '가기', '약간', '상황', '정도', '달리기', '내외', '전부', '단일', '종목', '산리오', '큐티런', '접수', '과연', '시간', '달리기', '대회', '완주', '도전', '산리오', '올리브영', '큐티런', '품절', '구매', '접수', '완료', '달리기', '한지', '일주일', '정도', '사람', '대회', '엄두', '내지', '생각', '대회', '번은', '생각', '지난', '연휴', '달리기', '목표', '대로', '달리기', '데이', '달리기', '항목', '자유', '달리기', '선택', '자유', '달리기', '목표', '설정', '안내', '얼마나', '시간', '기준', '달리기', '시간', '시간', '제일', '만약', '기록', '얼마나', '속도', '리해', '계산', '선택', '외출', '달리기', '주차', '양재시민의숲', '출발', '남편', '출발', '양재천', '한강', '과천', '분기점', '남편', '반의', '절반', '거기', '배속', '남편', '믓찌', '런데이앱', '한번', '갤럭시', '한번', '구간', '기록', '안내', '페이스', '유지', '도움', '양재천', '바퀴', '기록', '기록', '산리오', '큐티런', '시간', '확인', '매우', '하하', '출발', '페이스', '생각', '평균', '페이스', '처음', '랍니', '호호', '시작', '면서', '최대한', '속도', '목표', '제법', '실제', '발목', '다시', '반복', '케이던스', '지점', '동안', '케이', '던스', '잠깐', '다음', '구간', '구간', '케이', '던스', '발목', '건앞', '부분', '상황', '다행', '생각', '잠시', '해도', '전체', '페이스', '자기', '페이스', '갤럭시', '착용', '운동', '삼성', '전자', '갤럭시', '스마트', '밴드', '워치', '삼성', '파트너', '쇼마젠시', '삼성', '파트너', '쇼마젠시', '삼성', '공식', '파트너', '쇼마젠시', '갤핏', '사고', '삼성', '헬스', '그것', '뿌듯', '평소', '러닝', '아주', '라따', '물통', '야외', '러닝', '편의점', '생수', '하나', '생각', '하니', '전혀', '물통', '마음', '러닝', '물통', '검색', '소프트', '플라스크', '실리콘', '물통', '다가', '소프트', '재질', '러닝', '벨트', '압축', '러닝', '만족', '사용', '인증', '쇼핑', '러닝', '물병', '소프트', '플라스크', '실리콘', '물통', '퓨어', '화이트', '구매', '확정', '러닝', '물병', '소프트', '플라스크', '스포츠', '물통', '쿠팡', '쿠팡', '러닝', '물병', '소프트', '플라스크', '구매', '혜택', '지금', '할인', '다른', '스포츠', '물통', '제품', '바로', '쿠팡', '확인', '중간', '발목', '시점', '잠시', '걷기', '달리기', '도전', '목표', '시간', '완주', '마무리', '사실', '퇴근', '달리기', '회사', '기력', '소모', '겨우', '계속', '스스로', '의심', '막상', '한번', '몹시', '사람', '목표', '도전', '한계', '잠재력', '달리기', '하나']"
1,,"안녕하세요! 햇지입니다 :)지난 삼일절 연휴에는 조카들과 의미 있는 시간을 보냈었는데요- 바로 조카들의 첫 5km 달리기 대회에 참가했기 때문이에요. 평소 러닝을 즐기는 이모가 있는데 조카들과 뛰어 본 적은 없어서 제가 한국에 있는 동안 마라톤대회 참가하는 즐거움과 성취감을 선물해주고 싶었어요.마침, 인천 3.1절기념 제74회 단축마라톤대회가 3월 1일 오전에 열려서 조카들은 5km 달리기 가족런으로, 저는 10km 달리기로 등록했어요!인천 송도 3.1절기념 단축 마라톤대회5km & 10km 달리기 삼일절 러닝 후기경험을 통해 얻는 실패와 극복, 그리고 성공 이 경험이 인생에 있어서 가장 중요하다고 생각하는 요소다 보니 조카들에게도 보다 많은 경험을 인생에서 쌓아가길 바라는 마음으로 함께 마라톤대회 출전을 권했는데 조카들이 참여해보고 싶다고 해서 즐거운 마음으로 제가 대회 참가등록을 함께해 줬어요!원래는 조카들과 같이 뛰려고 5km 달리기를 신청했는데 조카들이 혹시라도 안뛸 것을 대비해 저는 혼자 10km 달리기도 신청해 놨었어요. 그리고 어쩌다 보니 대회가 중복 신청되어 있는 것을 까먹고 있다가 참가자 패키지가 배송올 때 알았지 뭐예요 ㅋㅋ 게다가 션님의 기부런 삼일절 31km도 뛰고 싶었는데 일정이 겹쳐서 포기할 수 밖에 없었.. 8.15 기부런에는 꼭 함께 하겠습니당!다행히 5km 달리기와 10km 달리기 코스는 처음 4km 구간이 동일해서 조카들과 함께 5km 출발할 때 함께 출발하고 10km 코스와 갈림길에서 저는 나머지 구간은 혼자 뛰어서 함께 피니시 라인에서 만나기로 했죠!그리고 다행히 3인 가족런으로 신청한 배번호는 형부가 조카들과 함께 뛰어서 가족이 함께 뛰는 의미 있는 인천 3.1절 단축마라톤대회에 참가하게 되었어요.인천 3.1절기념 단축 마라톤대회 5km & 10km 달리기 삼일절 러닝재생262좋아요000:04접기/펴기인천 3.1절기념 단축 마라톤대회 5km & 10km 달리기 삼일절 러닝 후기조카들과 함께 훈련하고 싶었지만 이래저래 핑계로 함께 뛰지 못하고 마라톤대회에 참가하게 되서 천천히 뛸 것, 힘들면 걷다 뛰고를 반복할 것을 지속적으로 조카들에게 조언해주고 함께 페이서로서 뛰었어요. 힘들어도 해맑게 뛰는 모습을 보니 어찌나 뿌듯하던지 ㅋㅋ 다음에는 러닝 훈련도 좀 하고 대회 데려가야 겠다 싶었어요~그리고 조카들과 갈림길에서 헤어지고 저는 나머지 6km를 혼자 달리기 시작했어요. 하프마라톤, 10Km 달리기, 그리고 5km 달리기 순으로 출발하다 보니 많이 뒤쳐진 상태라 걱정했거든요.다행히 걷는 분들도 계셔서 외롭지 않았고 하프마라톤 코스는 반환점을 두번 도나? 그래서 저 뛰는데 하프마라톤 선두그룹이 오더라고요. 5km, 10km 러닝 주자들과 코스가 모두 겹친 하프마라톤 주자들은 정말 힘드셨을거 같아요.조망간 마라톤대회 주로의 매너와 규칙에 대해 글을 써야 할 듯해요! 서로 안전하고 매너 있게 대회를 즐기고 한국 러닝 문화의 발전을 위해서요!ㅠㅠ이렇게 무사히 대회를 마치고 받은 인천 삼일절마라톤 메달이에요. 어떤 대회를 조카들의 첫 대회로 고민했는데 소장 가치있는 메달을 선물하고 싶어서 선택했는데 만족스러워요.인천 송도 3.1절 단축마라톤 기념품은 메달 외에도 호떡, 게토레이캔, 물 이렇게 간식을 받았어요. 조카들과 현장에서 바로 다 먹어서 사진 조차 안남겼네요. 매년 같은 메달을 지급하고 있으니 태극기 메달이 탐나신다면 내년 3월 1일에 열릴 인천 3.1절기념 제75회 단축마라톤대회 참여 추천드려요!5km 달리기는 칩이 없어서 별도의 기록은 안나오고 10km 달리기부문부터 기록이 나오는데 저는 초반에 조카들과 5km 조금 넘게 달리고 후반에 조금 속도 내서 1시간 이내 완주는 했어요. 뜻밖에 네거티브스플릿 훈련으로 마무리!공식 기록도 나오는데 너무 많은 신상정보가 나와서 깜짝놀랐네요.대충 모자이크 하고 공개해도 되는거만 살짝 공개~ 10km 러닝은 50분 언더로 달릴 수 있는데 부지런히 달렸으면 등수도 잘 나왔을거 같지만 기록보단 역시 가족과 함께한 것에 더 의미를 두는 걸로!인천 3.1절기념 제74회 단축마라톤대회는 평지코스라 10km 달리기 PB를 목표로 하는 분 혹은 저처럼 5km 혹은 10km 아이랑 함께 참여하는 가족 참여하는 송도 마라톤대회로 추천드려요.하프마라톤 코스는 뒤에 걷는 주자들과 코스가 많이 겹치고 주로 왼편이 비워져 있지 않아 사람을 피하며 뛰어야 하는 코스라 많이 불편하니 참고하세요!동마마라톤(서울마라톤)는 이제 4일 앞으로 다가 왔네요! 마지막까지 화이띵!!2025 동아마라톤 풀코스 패키지 언박싱! 서울마라톤 일정, 코스, 기념티 등안녕하세요! 추첨제로 진행된 서울마라톤(동아마라톤) 추가접수에 당첨된 럭키 마라토너 햇지입니다! 뽑힌 ...blog.naver.com",2025. 3. 12.,https://blog.naver.com/allaboutcanada/223793736630,"['지난', '삼일절', '연휴', '조카', '의미', '시간', '바로', '조카', '달리기', '대회', '참가', '때문', '평소', '러닝', '이모', '조카', '한국', '동안', '마라톤', '대회', '참가', '즐거움', '성취', '선물', '마침', '인천', '기념', '단축', '마라톤', '대회', '오전', '조카', '달리기', '가족런', '달리기', '등록', '인천', '송도', '기념', '단축', '마라톤', '대회', '달리기', '삼일절', '러닝', '후기', '경험', '통해', '실패', '극복', '성공', '경험', '인생', '가장', '생각', '요소', '조카', '경험', '인생', '마음', '마라톤', '대회', '출전', '조카', '참여', '마음', '대회', '참가', '등록', '원래', '조카', '달리기', '신청', '조카', '혹시', '대비', '혼자', '달리기', '신청', '놨었어', '대회', '중복', '신청', '참가자', '패키지', '배송', '게다가', '삼일절', '일정', '포기', '달리기', '달리기', '코스', '처음', '구간', '조카', '출발', '출발', '코스', '갈림길', '나머지', '구간', '혼자', '피니시', '라인', '가족런', '신청', '번호', '형부', '조카', '가족', '의미', '인천', '단축', '마라톤', '대회', '참가', '인천', '기념', '단축', '마라톤', '대회', '달리기', '삼일절', '러닝', '재생', '접기', '인천', '기념', '단축', '마라톤', '대회', '달리기', '삼일절', '러닝', '후기', '조카', '훈련', '핑계', '마라톤', '대회', '참가', '반복', '지속', '조카', '조언', '페이', '로서', '모습', '다음', '러닝', '훈련', '대회', '조카', '갈림길', '나머지', '혼자', '달리기', '시작', '하프마라톤', '달리기', '달리기', '출발', '상태', '걱정', '하프마라톤', '코스', '반환', '도나', '하프마라톤', '선두', '그룹', '러닝', '주자', '코스', '모두', '겹친', '하프마라톤', '주자', '정말', '망간', '마라톤', '대회', '주로', '매너', '규칙', '대해', '서로', '매너', '대회', '한국', '러닝', '문화', '발전', '대회', '마치', '인천', '삼일절', '마라톤', '메달', '대회', '조카', '대회', '고민', '소장', '가치', '메달', '선물', '선택', '인천', '송도', '단축', '마라톤', '기념품', '메달', '호떡', '게토레이', '간식', '조카', '현장', '바로', '사진', '조차', '매년', '메달', '지급', '태극기', '메달', '내년', '인천', '기념', '단축', '마라톤', '대회', '참여', '추천', '달리기', '별도', '기록', '달리기', '부문', '기록', '초반', '조카', '조금', '달리', '후반', '조금', '속도', '이내', '완주', '거티브', '스플릿', '훈련', '마무리', '공식', '기록', '신상', '정보', '깜짝', '대충', '모자이크', '공개', '살짝', '공개', '러닝', '등수', '기록', '역시', '가족', '의미', '인천', '기념', '단축', '마라톤', '대회', '평지', '코스', '달리기', '목표', '아이', '참여', '가족', '참여', '송도', '마라톤', '대회', '추천', '하프마라톤', '코스', '주자', '코스', '주로', '편이', '사람', '피하', '코스', '참고', '마라톤', '서울', '마라톤', '이제', '다가', '마지막', '화이', '동아마라톤', '코스', '패키지', '언박싱', '서울', '마라톤', '일정', '코스', '기념', '추첨', '제로', '진행', '서울', '마라톤', '동아마라톤', '추가', '접수', '당첨', '럭키', '토너']"
2,"2025 지구런 10km 마라톤 참가 후기: 개인기록 57분대! 여의도공원 문화마당 대회장 모습! 달리기 결과, 기록 확인! 기념품 풍성!","안녕하세요.어제 2025 지구런 10Km 마라톤을 하고 왔습니다.그 후기글을 포스팅하겠습니다.1. 기상 & 대회장으로 이동저는 오전 6시 30분에 기상해서 씻고 옷 갈아 입고 나갈 준비를 마치고 7시 20분에 집을 나섰습니다.전철을 타고 여의도 공원까지 오는데 50분 정도 걸렸네요.여의도역에 도착하니 지구런 참가자들의 모습이 보이기 시작했습니다.2. 대회장 모습1) 대회장 전경여의도공원문화의마당서울특별시 영등포구 여의도동2025년 지구런 마라톤의 출발지이자 도착지는 여의도공원 문화마당입니다.러너들은 여기에 모여 준비 운동을 하고 다양한 이벤트를 즐기고 러닝을 시작했습니다.요즘 여기서 대회를 많이 진행하는 거 같습니다.예전에는 여의도 한강공원에서 했는데 요즘 여의도 한강공원에서 공사를 하고 있어서 여기서 진행하는 거 같아요.2) 물품보관소대회장에 도착해 가장 먼저 가지고 온 가방을 맡겼습니다.물품보관은 보관소 앞에서 나눠주는 1회용 대형 봉지에 담아 묶은 후 보관했어요.물품을 보관할 때 배번호에 번호가 적힌 스티커를 붙여주셨어요.물품을 되찾을 때 그 번호를 확인해 찾아주셨어요.그리고 스티커에는 빨간색 펜으로 체크해 확인 완료했다는 표시를 했습니다.3) 출발 골인 지점지구런의 출발지점이자 골인지점!늘 언제나 좋은 포토존이 되어주죠 ㅎㅎㅎ그리고 마라톤이 시작되면 이곳에 되돌아오기 위한 힘들 여정이 시작되네요 ㅎㅎ4) 포토존요즘은 마라톤에 참가했다는 인증을 위한 포토존을 정말 잘 세팅하는 거 같아요~포토존에서 멋진 포즈를 취하고 찍는 사진은 늘 인스타에 인증이 올라오죠 ㅎㅎ그렇기에 마라톤이 끝나고 나면 포토존 앞은 사진을 찍기 위한 러너들로 가득합니다.저는 오래 기다려서 사진을 찍는 걸 좋아하지 않아서 늘 패스하네요.5) 의료부스, 급수대, 기념품 배부처대회 참가자들에게 가장 중요한 건 안전이죠!그 안전을 책임지는 건 본인 스스로이고요.그래도 피치 못할 상황이 발생해 부상을 당했을 때 우리를 치료해주시는 분들이 계신 의료 부스!바쁘지 않을 때 가장 대회가 빛나는 장소네요!어김없이 이번 대회에도 수고해주셨습니다.달리기를 마치고 돌아오면 가장 먼저 찾는 곳이 급수대와 기념품 배부처입니다.달리기를 하고 나면 몸에서 수분이 빠져나가 수분을 보충해줘야 해요~급수대에서 물을 받아 마셨을 때 타들어가던 목구멍의 갈증이 해소 돼서 좋았습니다.지구런 기념품이 미쳤어요!제가 다녀본 마라톤 대회 중 가장 기념품 퀄리티도 좋고 가장 많이 챙겨주셨네요!이디야 밀크티, 더단백, 탄산음료, 더 퍼플 에디션 에너지 드링크, 기념 메달, 치즈오트칩, 카카오 오트칩!야~ 다 처음 보는 제품들이지만 러너들에게 필요한 영양분을 채워주는 아이템이라 마음이 든든하니 좋았어요 ㅎㅎ지구를 생각하는 대회이니 당연히 분리수거장도 잘 운영해줬습니다.6) 협찬 기업 이벤트 부스지구런 마라톤에는 다양한 기업들의 홍보 부스가 많았습니다.가장 눈에 들어온 기업은 레드불이었습니다!가장 열정적인 사람들을 찾아가 지원해주는 레드불의 정신이 이번 지구런 마라톤과 함께했어요 ㅎㅎ그리고 호식이 두마리 치킨도 함께 했어요!치킨 브랜드도 마라톤 대회에 협찬을 했다니! 정말 요즘 마라톤이 인기가 많고 사람들이 많이 모인다는 걸 너무 잘 파악하고 마케팅에 활용하는 거 같아요 ㅎㅎ그리고 단체 참가 신청한 여의도 메리어트 호텔, HDEX, KABUTO, 카누 타고 뛰는 사람들, 포스코 등의 기업에게는 부스를 만들어줬네요!반대쪽에는 오필리, 미즈온,크리스탈 샘물 협찬 기업 부스도 마련되어 다양한 이벤트를 진행하고 다양한 선물을 지급해줬습니다.7) 무대그리고 무대도 있었는데요.여기서 마라톤 사회 진행도 하고 준비 운동도 같이 진행했습니다.3. 10km 마라톤 오전 9시 출발지구런 마라톤은 오전 9시에 출발을 했습니다.가장 먼저 50분을 기준으로 40분 이하의 기록을 달성 가능한 러너들부터 출발을 하고 그 다음 50분 이하 러너, 50분 이상 기록을 가진 러너들이 차례차례 출발했습니다.4. 10km 마라톤 완주역시 5월말 오전 9시 출발하는 대회라 그런지 기온이 많이 올라가 날씨가 더웠어요.그리고 대회 코스가 좁아 병목 현상이 발생해 뛰는데 불편함이 있었습니다.이게 주최측의 문제라기 보다는 코스 자체가 좁은 탓이 컸어요.조금 아쉬운 점은 5KM까지는 1KM 지점마다 거리 표시가 잘 되어있었지만 반환점을 돌고나니 키로 표시가 되어 있지않아 답답함이 있어 아쉬웠습니다.페이스는 천천히 가져갔습니다.날씨도 덥고 열이 나는 상황에서 무리해서 기록 단축을 하려다 완주도 못하는 불미스러운 상황이 발생할지도 모른다는 생각에 너무 서두르려 하지 않았습니다.한강 변을 달리는 코스이다보니 오르막 내리막 경사가 있는 구간은 없었습니다.1KM가 남았을 때 저 멀리서 들려오는 사회자의 목소리에 마지막 스퍼트를 올려 달렸습니다.골인하고 들어와 급수대에서 물을 받아 벌컥벌컥 마셨네요 ㅎㅎ그래도 뭔가 갈증이 해소되지 않는 느낌이라 한 병 더 받아서 물을 마셨습니다.그렇게 해서 10KM 마라톤 완주했네요 ㅎㅎ지구런에선 배번호를 걸어 놓는 철조망(?)을 세팅했어요~!이거 참 좋은 아이디어인 거 같아요! 사실 배번호 보관이 어렵거든요.포토존되고 의미 있네요 ㅎㅎ5. 개인 기록 확인숨 좀 돌리고 핸드폰을 보니 완주 기록이 메시지로 왔네요~제가 처음 도전했던 10KM 달리기인 대청호 마라톤 기록을 측정했던 회사와 같은 회사인가봐요.젊었을 때 기록이랑 지금이랑 기록 차이가 좀 나네요 ㅎㅎㅎ링크로 타고 들어가면 제 기록과 순위가 나왔어요.여기서 기록증을 터치하니 제 기록증이 나왔습니다.57분 56초이게 제 올해 지구런 기록이네요.연습 때보다 기록은 조금 덜 나왔지만 그래도 1시간 미만이니 만족하겠습니다 ㅎㅎ다들 수고하셨습니다 ㅎㅎ이상입니다.",2025. 6. 2.,https://blog.naver.com/sjn1203/223886048305,"['어제', '지구', '마라톤', '후기', '포스팅', '기상', '회장', '오전', '기상', '준비', '마치', '전철', '타고', '여의도', '공원', '정도', '여의도역', '도착', '지구', '참가자', '모습', '시작', '회장', '모습', '회장', '여의도', '원문', '마당', '서울특별시', '영등포구', '여의도동', '지구', '마라톤', '출발', '이자', '도착', '여의도', '공원', '문화', '마당', '러너', '여기', '준비', '운동', '이벤트', '러닝', '시작', '요즘', '여기', '대회', '진행', '예전', '여의도', '한강', '공원', '요즘', '여의도', '한강', '공원', '공사', '여기', '진행', '물품', '보관', '회장', '도착', '가장', '먼저', '가지', '가방', '물품', '보관', '보관', '대형', '봉지', '보관', '물품', '관할', '번호', '번호', '스티커', '물품', '번호', '확인', '스티커', '빨간색', '체크', '확인', '완료', '표시', '출발', '골인', '지점', '출발', '지점', '이자', '골인', '지점', '포토', '마라톤', '시작', '여정', '시작', '포토', '요즘', '마라톤', '참가', '인증', '포토', '정말', '포토', '포즈', '취하', '사진', '인스타', '인증', '마라톤', '포토', '사진', '찍기', '러너', '사진', '패스', '의료', '부스', '급수', '기념품', '부처', '대회', '참가자', '가장', '안전', '안전', '본인', '스스로', '고요', '피치', '상황', '발생', '부상', '우리', '치료', '의료', '부스', '가장', '대회', '장소', '이번', '대회', '수고', '달리기', '마치', '가장', '먼저', '급수', '기념품', '부처', '달리기', '수분', '수분', '보충', '급수', '목구멍', '갈증', '해소', '지구', '기념품', '마라톤', '대회', '가장', '기념품', '퀄리티', '가장', '이디야', '밀크', '단백', '탄산음료', '퍼플', '에디', '에너지', '링크', '기념', '메달', '치즈', '트칩', '카카오', '오트칩', '처음', '제품', '러너', '영양분', '아이템', '마음', '지구', '생각', '대회', '분리수거', '장도', '운영', '협찬', '기업', '이벤트', '부스', '지구', '마라톤', '기업', '홍보', '부스', '가장', '기업', '레드불', '가장', '열정', '사람', '지원', '레드불', '정신', '이번', '지구', '마라톤', '호식', '마리', '치킨', '치킨', '브랜드', '마라톤', '대회', '협찬', '정말', '요즘', '마라톤', '인기', '사람', '파악', '마케팅', '활용', '단체', '참가', '신청', '여의도', '메리어트', '호텔', '카누', '타고', '사람', '포스코', '기업', '부스', '반대쪽', '미즈', '크리스탈', '샘물', '협찬', '기업', '부스', '마련', '이벤트', '진행', '선물', '지급', '무대', '무대', '여기', '마라톤', '사회', '진행', '준비', '운동', '진행', '마라톤', '오전', '출발', '지구', '마라톤', '오전', '출발', '가장', '먼저', '기준', '이하', '기록', '달성', '러너', '출발', '다음', '이하', '러너', '이상', '기록', '러너', '차례차례', '출발', '마라톤', '완주', '역시', '오전', '출발', '대회', '기온', '날씨', '대회', '코스', '병목', '현상', '발생', '주최', '문제', '코스', '자체', '조금', '지점', '거리', '표시', '반환', '표시', '페이스', '날씨', '상황', '기록', '단축', '완주', '불미', '상황', '발생', '생각', '한강', '코스', '오르막', '내리막', '경사', '구간', '멀리', '사회자', '목소리', '마지막', '스퍼트', '골인', '급수', '뭔가', '갈증', '해소', '느낌', '마라톤', '완주', '번호', '철조망', '아이디어', '사실', '번호', '보관', '포토', '의미', '개인', '기록', '확인', '핸드폰', '완주', '기록', '메시지', '처음', '도전', '달리기', '대청호', '마라톤', '기록', '측정', '회사', '회사', '기록', '지금', '기록', '차이', '링크', '타고', '기록', '순위', '여기', '기록', '터치', '기록', '올해', '지구', '기록', '연습', '기록', '조금', '미만', '수고', '이상']"
