,tfidf_word,tfidf
0,먹다,0.4495623642544877
1,보다,0.27845084639919815
2,가다,0.2746623995094131
3,좋다,0.1976306460837846
4,오다,0.18942234448925044
5,없다,0.18121404289471624
6,맛있다,0.150275059961472
7,받다,0.14269816618190198
8,아니다,0.12501874736290527
9,생각,0.12186170828808444
10,들다,0.11933607702822778
11,자다,0.11428481450851442
12,그렇다,0.11365340669355026
13,많다,0.11302199887858609
14,싶다,0.10923355198880108
15,않다,0.10607651291398024
16,쓰다,0.10165665820923106
17,주다,0.09723680350448188
18,나오다,0.09660539568951772
19,사람,0.09597398787455355
20,회사,0.08145160813037769
21,사다,0.07640034561066435
22,넘다,0.07450612216577183
23,사진,0.07450612216577183
24,귀엽다,0.07360271564780296
25,시작,0.07008626746102266
26,저녁,0.06945485964605849
27,나다,0.06945485964605849
28,친구,0.06692922838620181
29,카페,0.06558657830002246
30,찍다,0.06440359712634515
31,아침,0.06377218931138098
32,그냥,0.06377218931138098
33,적금,0.06250937368145264
34,정말,0.06061515023656014
35,점심,0.06048539998779848
36,이제,0.0593523346066318
37,출근,0.05619529553181096
38,해주다,0.055563887716846797
39,이렇다,0.05430107208691846
40,좋아하다,0.053926742157796234
41,퇴근,0.05303825645699012
42,커피,0.052469262640017965
43,되어다,0.05240684864202595
44,다시,0.05240684864202595
45,모르다,0.051775440827061786
46,수업,0.051775440827061786
47,역시,0.05051262519713345
48,크다,0.04988121738216928
49,들어가다,0.049249809567205115
50,써다,0.049249809567205115
51,알다,0.047986993937276776
52,맞다,0.047986993937276776
53,정도,0.04735558612231261
54,만들다,0.04672417830734844
55,만나다,0.04672417830734844
56,돼다,0.04609277049238427
57,해보다,0.045461362677420104
58,엄마,0.045461362677420104
59,버리다,0.04482995486245594
60,기분,0.04445312529223744
61,줍다,0.044198547047491765
62,직장인,0.0435671392325276
63,사실,0.0435671392325276
64,보내다,0.041672915787635094
65,금요일,0.04104150797267093
66,끝나다,0.04104150797267093
67,때문,0.04041010015770676
68,살다,0.03977869234274259
69,생일,0.039351946980013465
70,예쁘다,0.03914728452777842
71,아프다,0.038623207221124334
72,날씨,0.038623207221124334
