,tfidf_word,tfidf
0,없다,0.284387673613363
1,보다,0.27521387769035127
2,들다,0.17613688172182482
3,먹다,0.17613688172182482
4,가다,0.17430212253722246
5,아니다,0.15962404906040373
6,받다,0.15595453069119905
7,오다,0.15595453069119905
8,좋다,0.14861549395278967
9,생각,0.144945975583585
10,그렇다,0.144945975583585
11,싶다,0.144945975583585
12,않다,0.13026790210676625
13,쓰다,0.11742458781454987
14,만원,0.11558982862994753
15,자다,0.09907699596852645
16,사다,0.09907699596852645
17,수술,0.09516026847774214
18,써다,0.08806844086091241
19,그냥,0.08623368167631006
20,해보다,0.08623368167631006
21,나오다,0.08439892249170772
22,회사,0.07889464493790069
23,주다,0.07889464493790069
24,정도,0.07705988575329835
25,알다,0.07705988575329835
26,해주다,0.07522512656869601
27,다시,0.07339036738409367
28,때문,0.07339036738409367
29,되어다,0.07339036738409367
30,맞다,0.07155560819949133
31,세대,0.07033706443345496
32,모르다,0.06788608983028664
33,살다,0.06788608983028664
34,돼다,0.06788608983028664
35,버리다,0.06421657146108196
36,많다,0.06421657146108196
37,대출,0.06238181227647962
38,마음,0.06238181227647962
39,사실,0.058712293907274934
40,시작,0.056877534722672596
41,이렇다,0.056877534722672596
42,이제,0.056877534722672596
43,들어가다,0.05504277553807025
44,넘다,0.05504277553807025
45,보고,0.05320801635346791
46,크다,0.05320801635346791
47,엄마,0.051373257168865566
48,퇴근,0.051373257168865566
49,애플,0.050667656482187455
50,렌즈삽입술,0.05062356687759451
51,소비,0.05024076030961069
52,고민,0.04953849798426323
53,사람,0.04953849798426323
54,나다,0.04953849798426323
55,두다,0.04770373879966088
56,지금,0.04770373879966088
57,신청,0.04770373879966088
58,비용,0.04770373879966088
59,처음,0.04770373879966088
60,안되다,0.04770373879966088
61,납부,0.04626177330982333
62,챗봇,0.04466305263843101
63,필요하다,0.044034220430456204
64,정리,0.044034220430456204
65,기다리다,0.044034220430456204
66,보증금,0.04262468866709667
67,에어팟,0.04262468866709667
68,언니,0.04220223866007298
69,전화,0.04220223866007298
70,출근,0.04219946124585386
71,들어오다,0.04219946124585386
72,힘들다,0.04219946124585386
73,끝나다,0.04219946124585386
74,상담,0.041855890137459204
75,새롭다,0.04036470206125152
76,아빠,0.04036470206125152
77,서류,0.04036470206125152
78,발볼,0.0397004912341609
79,검사,0.03870472148228732
80,물어보다,0.03870472148228732
81,이유,0.038529942876649174
82,독립,0.038182977835304124
83,결제,0.038182977835304124
84,신한은행,0.037450006965095074
85,계약,0.037296602583709586
86,쓸다,0.036695183692046836
87,확인,0.036695183692046836
88,상태,0.036695183692046836
89,아침,0.036695183692046836
90,걸다,0.0361733474229197
91,알바,0.0361733474229197
92,아프다,0.0361733474229197
93,대행,0.036095274250178055
94,택시,0.03524706537891301
95,찍다,0.03486042450744449
96,보이다,0.03486042450744449
97,개월,0.03486042450744449
98,사용,0.03486042450744449
99,바쁘다,0.03486042450744449
100,보험,0.03486042450744449
101,싫다,0.03486042450744449
102,계속,0.03486042450744449
103,사운드,0.03473792982989079
104,집행,0.03473792982989079
105,기숙사,0.03463255954201604
106,번호,0.03416371701053527
107,준비,0.03302566532284215
108,느끼다,0.03302566532284215
109,건강,0.03302566532284215
110,서다,0.03302566532284215
111,구매,0.03215408659815084
112,스트레스,0.03215408659815084
113,식품,0.031447586204358446
114,내다,0.03119090613823981
115,은행,0.03119090613823981
116,예금,0.03119090613823981
117,만들다,0.03119090613823981
118,늘다,0.03119090613823981
119,정말,0.03119090613823981
120,다니다,0.03119090613823981
121,역시,0.03119090613823981
122,추가,0.03119090613823981
123,넣다,0.03119090613823981
124,동생,0.030841182206548887
125,교육,0.030144456185766413
126,사장,0.030144456185766413
127,걸리다,0.030144456185766413
128,할인,0.030144456185766413
129,신발,0.030144456185766413
130,행베,0.029775368425620674
131,전여친,0.029775368425620674
132,서대전역,0.029775368425620674
133,서울시,0.029530414011930132
134,펜슬,0.02952642598765228
135,패드,0.02946872417319299
136,통장,0.029356146953637467
137,진행,0.029356146953637467
138,정보,0.029356146953637467
139,적다,0.029356146953637467
140,직장인,0.029356146953637467
141,차다,0.029356146953637467
142,찾다,0.029356146953637467
143,문제,0.029356146953637467
144,모니터,0.029304473458628962
145,롯데,0.02902854111171549
146,영화,0.02813482577338199
147,프로,0.02813482577338199
148,판매,0.02813482577338199
149,위해,0.027521387769035125
150,부분,0.027521387769035125
151,맛있다,0.027521387769035125
152,버스,0.027521387769035125
153,만나다,0.027521387769035125
154,괜찮다,0.027521387769035125
155,모으다,0.027521387769035125
156,아이패드,0.02660949601907253
157,보험료,0.026521851755873693
158,영업,0.026435299034184758
159,차량,0.026435299034184758
160,밀리다,0.026435299034184758
161,신고,0.026435299034184758
162,케이스,0.026435299034184758
163,바르다,0.026435299034184758
164,본사,0.02625110854558404
165,임금,0.02625110854558404
166,점심,0.02612519536099756
167,느낌,0.02612519536099756
168,바꾸다,0.02612519536099756
169,가격,0.02612519536099756
170,연락,0.02612519536099756
171,카카오,0.02612519536099756
172,금액,0.025686628584432783
173,대학생,0.025686628584432783
174,남다,0.025686628584432783
175,뜨다,0.025686628584432783
176,등록,0.025686628584432783
177,일주일,0.025686628584432783
178,원하다,0.025686628584432783
179,가능하다,0.025686628584432783
180,나르다,0.025686628584432783
181,드리다,0.025686628584432783
182,줌마,0.025311783438797256
183,불편,0.025311783438797256
184,음질,0.025311783438797256
185,발신,0.024812807021350563
186,내시경,0.024812807021350563
187,넓히다,0.024812807021350563
188,정국,0.024812807021350563
189,푸대접,0.024812807021350563
