,tfidf_word,tfidf
0,러닝,0.7136638557643213
1,운동,0.21344144771574064
2,무릎,0.17029375338422942
3,좋다,0.1571230477610144
4,통증,0.1460675872065215
5,달리기,0.1399862576339454
6,않다,0.12779054778459448
7,부상,0.1168672900468967
8,보다,0.11470246892187641
9,자세,0.11448763934458432
10,마라톤,0.10837325906780947
11,뛰다,0.10224235343893522
12,달리다,0.08996401682908733
13,근육,0.08274243796165325
14,훈련,0.08079244641392505
15,러너,0.07837974500741389
16,없다,0.07170350275925973
17,아니다,0.06910902247965527
18,겨울,0.06735733515711977
19,시작,0.06479590558171408
20,많다,0.0627963379776877
21,트레일,0.06101159995095343
22,중요하다,0.05921033657211975
23,코스,0.05884677882593314
24,되어다,0.058813728121734354
25,스트레칭,0.05861542389654165
26,들다,0.057392547841186685
27,대회,0.05709509150339764
28,사용,0.05595484220853963
29,자다,0.05521120136406701
30,추천,0.05352561544992907
31,착용,0.05336036192893516
32,발목,0.0528976520701522
33,유지,0.05251756897186619
34,준비,0.05157562390220088
35,크다,0.04894809291839763
36,관절,0.04856800982011163
37,때문,0.04818792672182562
38,효과,0.0478408943277384
39,생각,0.047444285877353
40,방법,0.04617183376569985
41,착지,0.04613878306150107
42,경우,0.04612225770940168
43,가볍다,0.04564302249851933
44,회복,0.04370955630289052
45,가다,0.04347820137349904
46,오늘,0.043065067571014255
47,정도,0.04247015489543616
48,제품,0.04070194222080127
49,해보다,0.03951211686964508
50,맞다,0.0392807619402536
51,기록,0.03921466053185604
52,해주다,0.038851102785669424
53,오다,0.03769432813871201
54,페이스,0.0373307703925254
55,입다,0.0367523830690467
56,치료,0.036388825322860086
57,예방,0.03628967321026374
58,싶다,0.03589306475987834
59,필요하다,0.035678235182586254
60,가장,0.035512981661592335
61,기능,0.03478586616921911
62,거리,0.034257054902038585
63,받다,0.03420747884574041
64,사람,0.03415790278944223
65,도움,0.033215957719776916
66,조끼,0.03257146898790065
67,위해,0.03199308166442195
68,그렇다,0.03181130279132864
69,주다,0.031712150678732294
70,상태,0.03148079574934081
71,속도,0.031431219693042634
72,드리다,0.03123291546784994
73,쉬다,0.031001560538458456
74,발생,0.030985035186359065
75,충격,0.030951984482160282
76,선택,0.030852832369563935
77,가능하다,0.030654528144371234
78,느낌,0.030538850679675496
79,달리,0.03037359715868158
80,필수,0.03037359715868158
81,다리,0.03025791969398584
82,신발,0.029580380257910786
83,종아리,0.029365550680618697
84,꾸준하다,0.029299449272221133
85,가지,0.029233347863823568
86,관리,0.029233347863823568
87,등산,0.02915072110332661
88,부분,0.028754112652941213
89,빠르다,0.028737587300841822
90,교정,0.028737587300841822
91,장갑,0.02872106194874243
92,원인,0.02782869293537529
93,조절,0.027332932372393544
94,처음,0.02726683096399598
95,정말,0.026919798569908757
96,느끼다,0.026143107021237354
97,에너지,0.025994378852342834
98,충분하다,0.02577954927505074
99,스포츠,0.025680397162454394
100,통해,0.025597770401957435
101,서울,0.025581245049858044
102,안정,0.025118535191075084
103,허리,0.024854129557484818
104,생기다,0.024721926740689685
105,사이즈,0.02467235068439151
106,피로,0.024622774628093338
107,체력,0.024507097163397596
108,즐기다,0.02444099575500003
109,근력,0.02444099575500003
110,부담,0.024391419698701858
111,보호대,0.024242691529807334
112,반복,0.02399481124831646
113,날씨,0.023829557727322547
114,루틴,0.023713880262626805
115,따르다,0.023416423924837757
116,아프다,0.023152018291247495
117,강도,0.023052866178651144
118,만들다,0.02288761265765723
119,향상,0.022871087305557838
120,장거리,0.02267278308036514
121,하프,0.022606681671967575
122,목표,0.022590156319868184
123,건강,0.02245795350307305
124,양말,0.022292699982079136
125,다양하다,0.022292699982079136
126,안녕하다,0.02222659857368157
127,진행,0.022077870404787047
128,인대,0.022061345052687656
129,부위,0.021945667587991914
130,호흡,0.021929142235892523
131,알다,0.021929142235892523
132,클래스,0.02187956617959435
133,올바르다,0.02179693941909739
134,강화,0.02148295772920895
135,위험,0.02102024787042599
136,이렇다,0.020987197166227208
137,건강하다,0.020590588715841813
